{u'$date': u'2017-02-25T15:28:58.000Z'} , 835511914851553280 , Noelarts666 , Next Bullet noelarts art artist artistofinstagram artistsoninstagram gothic goth suicide tattooart tattoos
{u'$date': u'2017-02-25T15:28:59.000Z'} , 835511920115384320 , stuclark24657 , Never forget
{u'$date': u'2017-02-25T15:29:01.000Z'} , 835511926687956993 , KyleeLigtenberg , ryan do u want to die?
{u'$date': u'2017-02-25T15:29:08.000Z'} , 835511957075570688 , abhijo89 , Bhavdan suicide case: Cops record statement of woman’s family members...Read More:
{u'$date': u'2017-02-25T15:29:08.000Z'} , 835511958497443840 , Adanz3021 , What you put into this world and leave your kids will live with that.
{u'$date': u'2017-02-25T15:29:09.000Z'} , 835511962150834176 , SLi7JiamTLPy1Qn , Meow I want to have sex  !  Push don't be shy
{u'$date': u'2017-02-25T15:29:11.000Z'} , 835511971063730177 , Syndyrelllaaa , proud of you best friend!💙
{u'$date': u'2017-02-25T15:29:16.000Z'} , 835511991749988353 , dianamariap_ , If I get sick from eating your sandwich you're on your own with micronazi
{u'$date': u'2017-02-25T15:29:24.000Z'} , 835512024578703364 , plusninetyfour , Oh boi  English Good Boy  🙌😂😍
{u'$date': u'2017-02-25T15:29:24.000Z'} , 835512025291837440 , heartlesslieber , I don't want Stefan to die
{u'$date': u'2017-02-25T15:29:27.000Z'} , 835512037149196288 , jjongasaurs , IM SCREAAAMING SHKFFHFKH THATS FUCKED 😭IF YOU END UP BUYING 2 SEATS FOR Y'ALL ;SHE WANTS TO SELL IT DM ME ILL DEADASS BUY IT LOL
{u'$date': u'2017-02-25T15:29:27.000Z'} , 835512037551767552 , atwater_x , If guns caused suicide ; I were a cat  I'd still be dead many times over.@doorcountydoc
{u'$date': u'2017-02-25T15:29:33.000Z'} , 835512061476077570 , Toniaa__2 , My Sadness Usually Comes In Waves. Right Now  I'm Drowning.
{u'$date': u'2017-02-25T15:52:50.000Z'} , 835517921896054786 , brensshh , my quality of life has gotten so much better since I cut out negative people and started living for myself
{u'$date': u'2017-02-25T15:52:53.000Z'} , 835517936735555588 , colfabs , protect him at all costs....
{u'$date': u'2017-02-25T15:52:55.000Z'} , 835517941554663425 , DeadKranberries , also suicidal
{u'$date': u'2017-02-25T15:53:00.000Z'} , 835517964753514496 , guccisstyles , maira: is meeting little mix on mondayalso maira:
{u'$date': u'2017-02-25T15:53:00.000Z'} , 835517965239988224 , heyhuguinho1997 , I just want to disappear  Jesus Christ.
{u'$date': u'2017-02-25T15:53:02.000Z'} , 835517974459138049 , WH_YoungWolf , How is it going?
{u'$date': u'2017-02-25T15:53:03.000Z'} , 835517977155887104 , jimoutgotjams , if you want to die  i already die
{u'$date': u'2017-02-25T15:53:04.000Z'} , 835517981614571520 , LouG61C , This is what we don't want in US. Import it  and it will grow like an uncontrollable virus. THE END
{u'$date': u'2017-02-25T15:53:12.000Z'} , 835518013545852929 , AdamGaffney96 , and I want to die relatable
{u'$date': u'2017-02-25T15:53:13.000Z'} , 835518019619053570 , featjoon , his handwriting is cute
{u'$date': u'2017-02-25T15:53:15.000Z'} , 835518026174894080 , HotTattooBabes , Maude Suicide inkedgirls tattoogirls inked See more --&gt;  NSFW Adult
{u'$date': u'2017-02-25T15:53:18.000Z'} , 835518038258548737 , IAmKetanThakkar , Your today's DNA analysis of suicide note by KalikhoPul was really stuninng ; astonishing.Also really brave of u
{u'$date': u'2017-02-25T15:53:18.000Z'} , 835518038623547392 , HIGH0NDOLAN , i want to die
{u'$date': u'2017-02-25T15:53:24.000Z'} , 835518066838515712 , tripurasanjoy , thnk u sir...Salute u 4 ur news abt Arunachal pradesh ex CM suicide note..Really drty politics again u prvd by ur bold news
{u'$date': u'2017-02-25T15:53:27.000Z'} , 835518079178264577 , Roy_J_Mockbel , can't believe how much i relate to this
{u'$date': u'2017-02-25T15:53:28.000Z'} , 835518082785259520 , ClassicMetalRad , NowPlaying Black Label Society - SUICIDE MESSIAH :: Tune In:
{u'$date': u'2017-02-25T15:53:29.000Z'} , 835518084739805187 , baehamut , i forgot i had this picture and its making me suicidal
{u'$date': u'2017-02-25T15:53:35.000Z'} , 835518111008837634 , BasedHireen , i want to die
{u'$date': u'2017-02-25T15:53:47.000Z'} , 835518163332784129 , shmackedniall , god i feel like shit i want to fuckinf die
{u'$date': u'2017-02-25T15:53:51.000Z'} , 835518177123586048 , thokyonsu , This feeling
{u'$date': u'2017-02-25T15:53:52.000Z'} , 835518183431942144 , Adam_Messore , Bust down bust down bust down bitch I'm drowning
{u'$date': u'2017-02-25T15:53:56.000Z'} , 835518200381046786 , itsgxlma , Feeling super super SUPER suicidal
{u'$date': u'2017-02-25T15:53:56.000Z'} , 835518200762761216 , impartialrep , £750 000 cash boost for suicide prevention groups
{u'$date': u'2017-02-25T15:53:57.000Z'} , 835518202239148036 , X__Karma_ , Lastnight showed me why I hang by myself
{u'$date': u'2017-02-25T15:53:59.000Z'} , 835518212775243777 , getouttahere9 , suicide girl large sex video download sites
{u'$date': u'2017-02-25T15:54:02.000Z'} , 835518222484951040 , TheBigOldDog , Horror footage shows tiny dog ‘strapped with explosives by ISIS
{u'$date': u'2017-02-25T15:54:09.000Z'} , 835518253527142400 , cxmmabum , I want to die now pls
{u'$date': u'2017-02-25T15:54:10.000Z'} , 835518256047779841 , pimktape , Yeri is so cute end my life
{u'$date': u'2017-02-25T15:54:10.000Z'} , 835518259730448384 , hakansandal , Academic who signed peace declaration commits suicide after dismissal from university  turkey
{u'$date': u'2017-02-25T15:54:12.000Z'} , 835518265548029953 , ade_jpg , Lmfao
{u'$date': u'2017-02-25T15:54:12.000Z'} , 835518267225624577 , foursome_ecooks , I'm watching Fnaf jumplove with Dylan and Austin and I want to die
{u'$date': u'2017-02-25T15:54:16.000Z'} , 835518283117797378 , on3cent , ecology can suck for economy to prosper is a thought of someone about to commit suicide.
{u'$date': u'2017-02-25T15:54:25.000Z'} , 835518322393276416 , JenGPas , Trans people are 10 times as likely to attempt suicide than overall population. How much more vulnerable do you need?
{u'$date': u'2017-02-25T15:54:33.000Z'} , 835518356073541633 , awaketrack , CUTE
{u'$date': u'2017-02-25T15:54:34.000Z'} , 835518357881389056 , vikassharma26 , Sir Why no media outlet has taken up Kalikho Pul suicide note in a big way.Allegations are very serious.Do u know anything
{u'$date': u'2017-02-25T15:54:38.000Z'} , 835518373714874368 , TheRealZayWild , I Just Wanna Die A Real Nigga 🙏🏽💯
{u'$date': u'2017-02-25T15:54:38.000Z'} , 835518376260866048 , patriciajarzabe , I liked a video  Dance Moms: Group Dance:  Suicide Hotline  (Season 6  Episode 29) | Lifetime
{u'$date': u'2017-02-25T15:54:44.000Z'} , 835518401099481088 , InspirationalUn , What is Mental Toughness? 1.Determine your passion  your end game  what is it you want to do with your life?…
{u'$date': u'2017-02-25T15:54:50.000Z'} , 835518425241894912 , _kateyclark , want to see nirvana but don't want to die
{u'$date': u'2017-02-25T15:54:50.000Z'} , 835518426579931136 , Dkeenya , Lmaoooo stg this be me I be like  Mmmm lemme shut up
{u'$date': u'2017-02-25T15:54:52.000Z'} , 835518434108665857 , HumbleSheWas_ , Hate my life from begging to end g .
{u'$date': u'2017-02-25T15:54:53.000Z'} , 835518438130974721 , YunkoLeTordu , I wanna die
{u'$date': u'2017-02-25T15:54:54.000Z'} , 835518444409847808 , Goolsby2012 , Ex-GITMO Detainee becomes Suicide Car Bomber in Mosul
{u'$date': u'2017-02-25T15:55:00.000Z'} , 835518468388630528 , dogmazbstn_ , ...And you could have it allMy empire of dirtI will let you downI will make you hurt...
{u'$date': u'2017-02-25T15:55:02.000Z'} , 835518476013928449 , ssshanesse , No fr this why ion fuck wit yall
{u'$date': u'2017-02-25T15:55:02.000Z'} , 835518476295024645 , AudrienaC , I wanna die
{u'$date': u'2017-02-25T15:55:03.000Z'} , 835518478530580485 , jocuwsblog , Man receives face transplant after suicide attempt:  via @YouTube
{u'$date': u'2017-02-25T15:55:03.000Z'} , 835518481286184960 , AMBERNAYAK , CBI Enquiry is necssary in Kalikho Pul's Suicide letter chrgs.Thse Corrupt Netas Judges ; Govt Officials shud b hanged in public KalikhoPul
{u'$date': u'2017-02-25T15:55:04.000Z'} , 835518482431131649 , hansolxfifi , OKAY BYE IM GONE IM SO GONE JIMIN AND ENGLISH BYE IM WRITING A TEN PAGE ESSAY ON HOW HAPPY I AM BECAUSE OF THIS GOO…
{u'$date': u'2017-02-25T15:55:07.000Z'} , 835518496230420481 , junmdae , i want to die
{u'$date': u'2017-02-25T15:55:09.000Z'} , 835518504233205761 , uAP3hHxscrpiRU3 , I want to take my virgin? !  Push don't be shy
{u'$date': u'2017-02-25T15:55:10.000Z'} , 835518510914678784 , CHNGCharlotteNC , As Negotiators Talk Peace In Geneva  Bombings Kill At Least 32 In Syrian City: A cluster of coordinated suicide…
{u'$date': u'2017-02-25T15:55:13.000Z'} , 835518521140445184 , positiveoogami , [suicide] I've lost too much to let you go too  you're loved alright? Please  please talk to me.
{u'$date': u'2017-02-25T15:55:14.000Z'} , 835518525112520706 , eviedeavie , so highly populated areas make people less american? What's ur point. Living in a corn field makes u a true patriot?
{u'$date': u'2017-02-25T15:55:18.000Z'} , 835518544309796865 , WeedAintNoDrug , I don't care how cool we are and how bad it seem like I'm drowning. Don't come to my defense of no one nigga my friends
{u'$date': u'2017-02-25T15:55:24.000Z'} , 835518568208941056 , SlimjayGhana , NPP MP’s Daughter  18  Commits Suicide on KNUST Campus
{u'$date': u'2017-02-25T15:55:25.000Z'} , 835518570817794048 , MalumHasInvaded , I'm a shitty person and want to die
{u'$date': u'2017-02-25T15:55:28.000Z'} , 835518583354638337 , Freedom2Care , Asst suicide group to  DC residents: hurry up ; kill yourself now
{u'$date': u'2017-02-25T15:55:29.000Z'} , 835518590719774720 , JVceo , You man are gonna make TYGA commit suicide
{u'$date': u'2017-02-25T15:55:36.000Z'} , 835518618075029504 , 2wQFxbfsG7EfEhk , Let's have some fun? !  Let's have a chat -
{u'$date': u'2017-02-25T15:55:37.000Z'} , 835518624488124416 , Yr8smuGG02PGfSm , I want to fondle me? !  Push don't be shy
{u'$date': u'2017-02-25T15:55:44.000Z'} , 835518650274705408 , MANNY_MAYHEM , suicide girls porn galleries
{u'$date': u'2017-02-25T15:55:44.000Z'} , 835518653584015360 , 221gay , i just thought about how long it will probably take until i get on t and now i suddenly want to die
{u'$date': u'2017-02-25T15:55:45.000Z'} , 835518658231304192 , pontypool2 , Muslim refused an arranged marriage to  man already married with kids  acid thrown on face during s…
{u'$date': u'2017-02-25T15:55:47.000Z'} , 835518665860788224 , yvonnefute_xo , suicide girl model gogo free nude pictures lesbian teens kissing  pictures/photos
{u'$date': u'2017-02-25T15:55:47.000Z'} , 835518664627609600 , EmanAli8765432 , you want us to die??? Cuteness overloaded ❤❤❤❤
{u'$date': u'2017-02-25T15:55:50.000Z'} , 835518678116388864 , ohgamikoga , rei: what do you wantme: to dierei: yeah i got like 15 dollars
{u'$date': u'2017-02-25T15:55:51.000Z'} , 835518679831953408 , Nicaea1 , Grandma lost a life-long best friend to cancer  and a 40 year old  troubled  cousin to suicide this week.  Lord have mercy!!!
{u'$date': u'2017-02-25T15:55:51.000Z'} , 835518680947646464 , ATLHAWKS_4LIFE , I know this dude is about to die.... but I'm ready for this fight scene
{u'$date': u'2017-02-25T15:55:51.000Z'} , 835518682864451584 , satyavaanX , Kalikho Pul need not have written a long suicide note exposing corruption  we all see it  use it  but do not have courage to acknowledge.
{u'$date': u'2017-02-25T15:55:57.000Z'} , 835518707141079040 , Cerys2Cerys , Drowning in coursework I want to die
{u'$date': u'2017-02-25T15:55:58.000Z'} , 835518709951266817 , directed_by_ , Directed by Masahiro Shinoda/Double Suicide (1969)
{u'$date': u'2017-02-25T15:56:02.000Z'} , 835518729618272256 , ApsaraPahari , Just wanna die😢😢😭😭😭
{u'$date': u'2017-02-25T15:56:06.000Z'} , 835518743400833024 , gintoki_nut , hows it going kids.....i want to die
{u'$date': u'2017-02-25T15:56:06.000Z'} , 835518745468669953 , TheMartianxx , Don't you want to take a Leap of faith?  Or become an old man  filled with regret  waiting to die alone?
{u'$date': u'2017-02-25T15:56:12.000Z'} , 835518768231018496 , voIIura , how to know a game will make you wanna die
{u'$date': u'2017-02-25T15:56:15.000Z'} , 835518783162834949 , sunni_ceelite , it's not a night unless I hurt myself.
{u'$date': u'2017-02-25T15:56:20.000Z'} , 835518801072517122 , LeeGavihno , Suicide attacks on 2 security centers in Syrian city of Homs killed at least 32...  by cnnbrk via @c0nvey
{u'$date': u'2017-02-25T15:56:23.000Z'} , 835518815219798016 , aryphx , NowPlaying I Don't Want To Die Alone by SonaOne ♫
{u'$date': u'2017-02-25T15:56:23.000Z'} , 835518816536903689 , LenciaKerchelle , I only called you cause I didn't wanna die omw home.. Ain nobody really missing you🤷🏽‍♀️
{u'$date': u'2017-02-25T15:56:23.000Z'} , 835518816700534784 , gabxxoo , THIS IS ALWAYS ME WTF
{u'$date': u'2017-02-25T15:56:30.000Z'} , 835518843648823296 , sheeching , I want to slap myself and die  yeap thats how I feel right now
{u'$date': u'2017-02-25T15:56:33.000Z'} , 835518855820754944 , FrankSW_TX , Academic commits suicide after being dismissed in latest gov’t purge ||
{u'$date': u'2017-02-25T15:56:37.000Z'} , 835518876259581953 , WoodstockJobs , Lodge keeper/Custodian -   Six Ski Area Lodgekeeper position. We are looking for a d...
{u'$date': u'2017-02-25T15:56:39.000Z'} , 835518883062771718 , DwightLavallee1 , (1/2) ------Original Message------Fr: 21212Sent: Feb 25 9:48amMessage: 1/2: UPDATE Suicide attacks on two security service bases
{u'$date': u'2017-02-25T15:56:41.000Z'} , 835518893175128066 , LascelIes , Out of 6 how much do I wanna fucking die haha
{u'$date': u'2017-02-25T15:56:45.000Z'} , 835518907897298944 , kingca331 , suicide rate numbers?
{u'$date': u'2017-02-25T15:56:47.000Z'} , 835518917128802306 , cookisseu_ , I just wanna die right now kkk
{u'$date': u'2017-02-25T15:56:48.000Z'} , 835518918534004736 , DrNandanSingh1 , 60..pages Suicide_Letter_Of_ExCM Corruption Matter resulted SuicideOfficers Ministers Judges etc. Responsible…
{u'$date': u'2017-02-25T15:56:49.000Z'} , 835518923118424064 , NGR_DailyGist , 800 000 people commit suicide annually – WHO
{u'$date': u'2017-02-25T15:56:49.000Z'} , 835518925186154497 , stanimirstoqno1 , Suicide attacks on 2 security centers in Syrian city of Homs killed at least 32...  by cnnbrk via @c0nvey
{u'$date': u'2017-02-25T15:56:50.000Z'} , 835518929959288833 , WhoYaWhit , I really hurt myself tho tried to laugh it off
{u'$date': u'2017-02-25T15:56:50.000Z'} , 835518929938284545 , s_selincolak , That's so cute :')
{u'$date': u'2017-02-25T15:56:51.000Z'} , 835518931246931968 , devamanamit , Ap cm suicide note..Well done..
{u'$date': u'2017-02-25T15:56:52.000Z'} , 835518937622265856 , ctayylorr , i'm working on my first twelve page paper and i literally want to die
{u'$date': u'2017-02-25T15:56:53.000Z'} , 835518940210049026 , jatteyy , Oh shit I want to die
{u'$date': u'2017-02-25T15:57:01.000Z'} , 835518973957533696 , RkanandDr , Kalikho pul ex CM  Arunachal Pradesh suicide letter allegation against Supreme Court judges must be examined by proper agency
{u'$date': u'2017-02-25T15:57:01.000Z'} , 835518976683823106 , letsgoduke , This is how all my nightmares end
{u'$date': u'2017-02-25T15:57:03.000Z'} , 835518983851892736 , s06CTwEMtwdTDBL , I wanna be fucked !  Let's have a chat -
{u'$date': u'2017-02-25T15:57:06.000Z'} , 835518996992651265 , genecisadame , How do you want to die  me:
{u'$date': u'2017-02-25T15:57:14.000Z'} , 835519028101853184 , gukstigma , fluente
{u'$date': u'2017-02-25T15:57:19.000Z'} , 835519051120046080 , mmiranduh , Sometime I just want to disappear for a while...
{u'$date': u'2017-02-25T15:57:21.000Z'} , 835519058724466688 , THEFATTESTCUNT , Dont tell anyone i lowkey like suicide boys
{u'$date': u'2017-02-25T15:57:25.000Z'} , 835519076717981697 , wheesanizer , I want to die
{u'$date': u'2017-02-25T15:57:27.000Z'} , 835519082522882048 , DaDallesana , Academic who signed peace declaration commits suicide after dismissal from university  via @TurkishMinuteTM
{u'$date': u'2017-02-25T15:57:31.000Z'} , 835519102915596293 , sonikkus , can it be 11am already i want this suffering to End
{u'$date': u'2017-02-25T15:57:33.000Z'} , 835519110800879620 , yoongiaegi , i want to die ive been waiting for my album for too long for it to literally be in my fucking driveway without me getting it fuckfuckfuckfuc
{u'$date': u'2017-02-25T15:57:36.000Z'} , 835519119814340608 , janaaays , We are 💞
{u'$date': u'2017-02-25T15:57:38.000Z'} , 835519129633361923 , spuri_s , Mexican Man Commits Suicide Minutes After His Deportation from U.S.  via @democracynow
{u'$date': u'2017-02-25T15:57:40.000Z'} , 835519139439484928 , stampstill , I love him I want to die 5555555555555
{u'$date': u'2017-02-25T15:57:42.000Z'} , 835519148637753346 , DLPBurke , It's quite obviously a mental disorder.  It's obvious. It isn't normal and a massive number commit suicide.
{u'$date': u'2017-02-25T15:57:44.000Z'} , 835519155981934592 , CabrAlex , Suicide Season -  &lt;3
{u'$date': u'2017-02-25T15:57:50.000Z'} , 835519181948923904 , liponomareva865 , crucible essay  graduate school essay tips
{u'$date': u'2017-02-25T15:57:51.000Z'} , 835519183735640064 , marycjoyce2 , All things come to an END!
{u'$date': u'2017-02-25T15:57:53.000Z'} , 835519191591505921 , mmiranduh , Sometimes I just want to disappear for awhile
{u'$date': u'2017-02-25T15:57:53.000Z'} , 835519195047682048 , PandeyChidakash , Suicide Note of ex-CM KalikhoPul must be investigated with utmost seriousness and priority. Truth must be revealed. SYSTEM must change.
{u'$date': u'2017-02-25T15:57:54.000Z'} , 835519199242043393 , DeathByKpop , I'm not ready 😱😱😱😱
{u'$date': u'2017-02-25T15:57:55.000Z'} , 835519199560740864 , mythicallyrose , i just found lube in my parents room because i was trying to find my ear rings and i want To Die
{u'$date': u'2017-02-25T15:57:58.000Z'} , 835519214018506752 , jeongau , im ready to die
{u'$date': u'2017-02-25T15:58:00.000Z'} , 835519221983387648 , mlshkr , I WANT TO DIE
{u'$date': u'2017-02-25T15:58:01.000Z'} , 835519228086210561 , Aisliiing , I've already ruined a lot for myself cus I could barely handle Alex and Ava's hysterical pregnancy without ending it all
{u'$date': u'2017-02-25T15:58:09.000Z'} , 835519260952756224 , MrsDrAtlantis , Magician Daryl Easton  61  Found Dead After Killing Himself in Hollywood's Famed Magic Castle  via @people
{u'$date': u'2017-02-25T15:58:11.000Z'} , 835519270180249606 , mscabrejos , Mexican man jumps to his death after being deported from US
{u'$date': u'2017-02-25T15:58:16.000Z'} , 835519288459030534 , AngelMoon1994 , IM IN PAINIM CHOKINGWAEKLJFHDHDSLFKJHDSWHAT THIS ISOMGIM DEADSLEH ME HARD LILLA  STOMP ON ME! YAS QUEEN!! PO…
{u'$date': u'2017-02-25T15:58:18.000Z'} , 835519296856027136 , tbxttxncourt , Talkin like yo ass wanna die today..
{u'$date': u'2017-02-25T15:58:25.000Z'} , 835519327365435392 , ConflictHurts , My god this is getting on SDF level of village capture rate. Did isis realize that its suicide to try and hold onto e allepo a
{u'$date': u'2017-02-25T15:58:33.000Z'} , 835519359690792960 , MARIAHZQUAD , i want to die a pretty death
{u'$date': u'2017-02-25T15:58:34.000Z'} , 835519363386126336 , halsteadsass , I WANT TO SHOOT MYSELF IN THE FACE
{u'$date': u'2017-02-25T15:58:38.000Z'} , 835519380909928448 , pIasminogen , This thread tho😏👏🏽🔥
{u'$date': u'2017-02-25T15:58:43.000Z'} , 835519402820911106 , roboverlord , PSA - Frank Zappa -Wanna die-Do It Now Foundation
{u'$date': u'2017-02-25T15:58:47.000Z'} , 835519420839546880 , ballpattravut , Protester Commits Suicide Outside Wat Dhammakaya  ผ่าน @KhaosodEnglish
{u'$date': u'2017-02-25T15:58:50.000Z'} , 835519432713732097 , DeLaZorro , Sure
{u'$date': u'2017-02-25T15:58:55.000Z'} , 835519453995524096 , winky_frown , Context I signed up to be in a charity event that puts on a musical of 24 hours. Right now we're on hour 12 and I want 2 die
{u'$date': u'2017-02-25T15:58:57.000Z'} , 835519459729231872 , laurrennrenee , i'm drowning in microbiology notes
{u'$date': u'2017-02-25T15:58:59.000Z'} , 835519470026256384 , kimkibusm , dont make twt end his career
{u'$date': u'2017-02-25T15:59:03.000Z'} , 835519487801716736 , DavidKlion , Your attitude  that running against a GOP governor in MARYLAND is a  suicide mission   is typical of this failed party
{u'$date': u'2017-02-25T15:59:09.000Z'} , 835519510618701825 , rightvoicenow , Magician in underwear found hanging in closet of Hollywood's Magic Castle...Possible suicide...saturdaymorning
{u'$date': u'2017-02-25T15:59:10.000Z'} , 835519516037636097 , paidabribeNG , Suicide attacks on bases in Syria kill 42
{u'$date': u'2017-02-25T15:59:15.000Z'} , 835519535281233921 , ladevohtee , end my life
{u'$date': u'2017-02-25T15:59:17.000Z'} , 835519547281137668 , enggaleem , I am ready to die for our country....You will definitely....Do ISI Agent role.
{u'$date': u'2017-02-25T15:59:18.000Z'} , 835519548556193794 , paradiamonds , You ever met someone that was just so perfect that you wanna die
{u'$date': u'2017-02-25T15:59:19.000Z'} , 835519553631318016 , Niht_Genga , So  perhaps instead of pensions and social security  we should distribute suicide drugs?
{u'$date': u'2017-02-25T15:59:25.000Z'} , 835519577689841668 , GoldenRosaye , opposite of suicide is empathy
{u'$date': u'2017-02-25T15:59:26.000Z'} , 835519581431205888 , danielosamigos , sexy nude girls party suicide sex
{u'$date': u'2017-02-25T15:59:26.000Z'} , 835519582379065345 , bwiguhk , I'm so confused I wanna end my life
{u'$date': u'2017-02-25T15:59:35.000Z'} , 835519618991046657 , _kookkoo_ , cutie😭
{u'$date': u'2017-02-25T15:59:36.000Z'} , 835519623592296453 , francescavolpe , I've gotten maybe 45 minutes of sleep. I want to die.
{u'$date': u'2017-02-25T15:59:36.000Z'} , 835519624582045696 , paidabribeNG , Suicide attacks on bases in Syria kill 42
{u'$date': u'2017-02-25T15:59:39.000Z'} , 835519638167511040 , jeffmas1 , THE END
{u'$date': u'2017-02-25T15:59:40.000Z'} , 835519642760261632 , david_rowyn , That's an important detail. Sadly though  that points more toward suicide than accidental death from auto-erotic asphyxiation.
{u'$date': u'2017-02-25T15:59:44.000Z'} , 835519658950262786 , AxIsBat420 , I liked a video  Suicide Thoughts
{u'$date': u'2017-02-25T15:59:53.000Z'} , 835519696518598657 , CarzSWE , Suicide boys really for xxl 😪
{u'$date': u'2017-02-25T15:59:58.000Z'} , 835519718027051008 , PokeRuby12 , Yang.....  'has tears'  I-I don't want you to lose anymore body arts or die......  'cries'
{u'$date': u'2017-02-25T15:59:59.000Z'} , 835519721118191616 , thecassychase , I wanna die its to early
{u'$date': u'2017-02-25T16:00:00.000Z'} , 835519726684106754 , jiminsriceball , his small hands and his cute handwriting
{u'$date': u'2017-02-25T16:00:00.000Z'} , 835519727065706500 , nnadv , SA’s high teen suicide rateTeen suicide prevention week is from February 21 to 28 &gt;&gt;
{u'$date': u'2017-02-25T16:00:01.000Z'} , 835519731620687872 , CAH_ebooks , revenge fucking.  that's how i want to die.
{u'$date': u'2017-02-25T16:00:07.000Z'} , 835519753569579009 , quotezandnotez , Died By Suicide: In Memory Of David A. Dill &lt;3
{u'$date': u'2017-02-25T16:00:13.000Z'} , 835519779905683458 , goldenconceptng , Real af. To someone you love
{u'$date': u'2017-02-25T16:00:15.000Z'} , 835519789468569600 , AnarchoZionist , This is nowaytotreatachild
{u'$date': u'2017-02-25T16:00:18.000Z'} , 835519799455272960 , MacIntyreCheryl , Disgraceful.
{u'$date': u'2017-02-25T16:00:21.000Z'} , 835519813472632836 , NootGetsCookies , I wanna die
{u'$date': u'2017-02-25T16:00:23.000Z'} , 835519823627108352 , Harley_Woody , Suicide attacks kill dozens in Syrian city of Homs: Suicide attacks targeting…  via @WTKR3
{u'$date': u'2017-02-25T16:00:29.000Z'} , 835519846439915525 , JayySprite , I want to FUCKING die
{u'$date': u'2017-02-25T16:00:31.000Z'} , 835519857307365376 , cuddlyeon , exordium makes me wanna die
{u'$date': u'2017-02-25T16:00:33.000Z'} , 835519864848666624 , Blvck_Seun , I want to die by fufu... that's my favorite swallow meal
{u'$date': u'2017-02-25T16:00:38.000Z'} , 835519886604533760 , accio_feltson , I can't believe it's all going to end😌I still remember that blackout day in UKG as if it were yesterday Farewell
{u'$date': u'2017-02-25T16:00:40.000Z'} , 835519891570581505 , SheThuggin_It , lol it's all coming to an end 😂
{u'$date': u'2017-02-25T16:00:47.000Z'} , 835519920993619968 , JohnAStewart7 , Right! Should we commit suicide now  or just wait to rot!
{u'$date': u'2017-02-25T16:00:49.000Z'} , 835519931609411584 , vhoseokookie_ , AHHHH THIS LIL CUTIE NEEDS TO PROTECTED AT ALL COSTS 😭😭
{u'$date': u'2017-02-25T16:00:52.000Z'} , 835519942288105472 , hindustanimard , Media is fucking more concerned about techies getting killed than our farmers suicide IndianProblem.. Dollar Bolta hai Baba
{u'$date': u'2017-02-25T16:00:54.000Z'} , 835519952048295936 , Gemmxgh , JUST GOT SOMEONE IN MY CLASSES NAME FULLY WRONG I WANT TO DIE
{u'$date': u'2017-02-25T16:01:02.000Z'} , 835519984566558720 , palkia , if y'all can read and vote on this I'd be grateful! (and if you wanna give a more in depth reply  go for it!)
{u'$date': u'2017-02-25T16:01:03.000Z'} , 835519990631645184 , rhodaphillipsx , cba I went to get a hair cut and now I've got a bob :)i want to die immediately
{u'$date': u'2017-02-25T16:01:05.000Z'} , 835519996675543040 , ZanottiEkun , From Attempting Suicide to a Life-Changing Face Transplant! WATCH Andy Sandness’ Story on BN TV…
{u'$date': u'2017-02-25T16:01:07.000Z'} , 835520006708412416 , KimrGrimes , Effective ways to prevent and stop teen suicide - Kim R Grimes:Teen Suicide Stop...
{u'$date': u'2017-02-25T16:01:08.000Z'} , 835520011733188608 , baepslaes , oh my God I'm so endeared
{u'$date': u'2017-02-25T16:01:09.000Z'} , 835520014455201793 , kapusofairy , I'm drowning 😱💘
{u'$date': u'2017-02-25T16:01:12.000Z'} , 835520029718241285 , ActionEmpower , Anxiety  magnesium and suicide Shortage  personaldevelopment
{u'$date': u'2017-02-25T16:01:15.000Z'} , 835520042095763457 , US_NW_World , Yemen officials: 8 soldiers killed in suicide car bombing
{u'$date': u'2017-02-25T16:01:22.000Z'} , 835520070642192384 , rosewoke , not to be depressing but i wanna die
{u'$date': u'2017-02-25T16:01:23.000Z'} , 835520072458326019 , brianholguin_ , suicide
{u'$date': u'2017-02-25T16:01:23.000Z'} , 835520073884438532 , eriika_rs , I guess you could say airuts make me want to die at this point  and still no pet from boring ass kree =(
{u'$date': u'2017-02-25T16:01:25.000Z'} , 835520080431710208 , jeanetteoates1 , Shameful stophunting wwf WorldWildlifeDay
{u'$date': u'2017-02-25T16:01:26.000Z'} , 835520084655370240 , FAlRYRIN , im suicidal rn but like 🙃 kind of suicidal
{u'$date': u'2017-02-25T16:01:27.000Z'} , 835520090833461249 , amalinardy , It's not even March and I want March to end already
{u'$date': u'2017-02-25T16:01:26.000Z'} , 835520088623235072 , dpistulka , Better to fight for something than live for nothing.- General Patton quote
{u'$date': u'2017-02-25T16:01:29.000Z'} , 835520099658366976 , ultyongi , my thing is frozen i want to die
{u'$date': u'2017-02-25T16:01:35.000Z'} , 835520124916465665 , leequigley9 , Better to fight for something than live for nothing.- General Patton quote
{u'$date': u'2017-02-25T16:01:36.000Z'} , 835520127726682116 , selivazquez , In my sleep
{u'$date': u'2017-02-25T16:01:36.000Z'} , 835520130163568640 , therkut1 , Suicide attacks hit security forces in Syria's Homs. Share your questions 👇  AJNewsGrid
{u'$date': u'2017-02-25T16:01:38.000Z'} , 835520136836702208 , silkytae , I REMEMBER YOU  😭😭
